question_id,method,evidence_id,rank,score,valid_time_match
evidence_lookup-05,temporal_kg,esb-2022,1,10.5,True
evidence_lookup-05,temporal_kg_rerank,esb-2022,1,10.5,True
evidence_lookup-05,temporal_kg_verify,esb-2022,1,10.5,True
evidence_lookup-06,bm25,esb-2024,1,1.13,True
evidence_lookup-06,bm25,esb-2022,2,0.8,True
evidence_lookup-06,bm25,esb-2023,3,0.8,True
evidence_lookup-06,dense,esb-2024,1,0.9375,True
evidence_lookup-06,dense,esb-2022,2,0.5882352941176471,True
evidence_lookup-06,dense,esb-2023,3,0.5882352941176471,True
evidence_lookup-06,static_kg,esb-2024,1,11.75,True
evidence_lookup-06,static_kg,esb-2022,2,10.5,True
evidence_lookup-06,static_kg,esb-2023,3,10.5,True
evidence_lookup-06,temporal_kg,esb-2022,1,10.5,True
evidence_lookup-06,temporal_kg,esb-2023,2,10.5,True
evidence_lookup-06,temporal_kg_rerank,esb-2022,1,10.5,True
evidence_lookup-06,temporal_kg_rerank,esb-2023,2,10.5,True
evidence_lookup-06,temporal_kg_verify,esb-2022,1,10.5,True
evidence_lookup-06,temporal_kg_verify,esb-2023,2,10.5,True
evidence_lookup-07,bm25,enel-2022,1,1.0921052631578947,True
evidence_lookup-07,dense,enel-2022,1,0.8653846153846154,True
evidence_lookup-07,static_kg,enel-2022,1,8.75,True
evidence_lookup-07,static_kg,enel-2023,2,7.5,False
evidence_lookup-07,static_kg,enel-2024,3,7.5,False
evidence_lookup-08,bm25,enel-2023,1,1.0921052631578947,True
evidence_lookup-08,bm25,enel-2022,2,0.7368421052631579,True
evidence_lookup-08,dense,enel-2023,1,0.8653846153846154,True
evidence_lookup-08,dense,enel-2022,2,0.5,True
evidence_lookup-08,static_kg,enel-2023,1,8.75,True
evidence_lookup-08,static_kg,enel-2022,2,7.5,True
evidence_lookup-08,static_kg,enel-2024,3,7.5,False
evidence_lookup-08,temporal_kg,enel-2022,1,7.5,True
evidence_lookup-08,temporal_kg_rerank,enel-2022,1,7.5,True
evidence_lookup-08,temporal_kg_verify,enel-2022,1,7.5,True
evidence_lookup-09,bm25,enel-2024,1,1.0921052631578947,True
evidence_lookup-09,bm25,enel-2022,2,0.7368421052631579,True
evidence_lookup-09,bm25,enel-2023,3,0.7368421052631579,True
evidence_lookup-09,dense,enel-2024,1,0.8653846153846154,True
evidence_lookup-09,dense,enel-2022,2,0.5,True
evidence_lookup-09,dense,enel-2023,3,0.5,True
evidence_lookup-09,static_kg,enel-2024,1,8.75,True
evidence_lookup-09,static_kg,enel-2022,2,7.5,True
evidence_lookup-09,static_kg,enel-2023,3,7.5,True
evidence_lookup-09,temporal_kg,enel-2022,1,7.5,True
evidence_lookup-09,temporal_kg,enel-2023,2,7.5,True
evidence_lookup-09,temporal_kg_rerank,enel-2022,1,7.5,True
evidence_lookup-09,temporal_kg_rerank,enel-2023,2,7.5,True
evidence_lookup-09,temporal_kg_verify,enel-2022,1,7.5,True
evidence_lookup-09,temporal_kg_verify,enel-2023,2,7.5,True
evidence_lookup-10,bm25,kfw-2022,1,0.8214285714285714,True
evidence_lookup-10,dense,kfw-2022,1,0.6785714285714286,True
evidence_lookup-10,static_kg,kfw-2022,1,6.75,True
evidence_lookup-10,static_kg,kfw-2023,2,5.5,False
evidence_lookup-10,static_kg,kfw-2024,3,5.5,False
evidence_lookup-11,bm25,kfw-2023,1,0.8214285714285714,True
evidence_lookup-11,bm25,kfw-2022,2,0.47619047619047616,True
evidence_lookup-11,dense,kfw-2023,1,0.6785714285714286,True
evidence_lookup-11,dense,kfw-2022,2,0.3333333333333333,True
evidence_lookup-11,static_kg,kfw-2023,1,6.75,True
evidence_lookup-11,static_kg,kfw-2022,2,5.5,True
evidence_lookup-11,static_kg,kfw-2024,3,5.5,False
evidence_lookup-11,temporal_kg,kfw-2022,1,5.5,True
evidence_lookup-11,temporal_kg_rerank,kfw-2022,1,5.5,True
evidence_lookup-11,temporal_kg_verify,kfw-2022,1,5.5,True
evidence_lookup-12,bm25,kfw-2024,1,0.8214285714285714,True
evidence_lookup-12,bm25,kfw-2022,2,0.47619047619047616,True
evidence_lookup-12,bm25,kfw-2023,3,0.47619047619047616,True
evidence_lookup-12,dense,kfw-2024,1,0.6785714285714286,True
evidence_lookup-12,dense,kfw-2022,2,0.3333333333333333,True
evidence_lookup-12,dense,kfw-2023,3,0.3333333333333333,True
evidence_lookup-12,static_kg,kfw-2024,1,6.75,True
evidence_lookup-12,static_kg,kfw-2022,2,5.5,True
evidence_lookup-12,static_kg,kfw-2023,3,5.5,True
evidence_lookup-12,temporal_kg,kfw-2022,1,5.5,True
evidence_lookup-12,temporal_kg,kfw-2023,2,5.5,True
evidence_lookup-12,temporal_kg_rerank,kfw-2022,1,5.5,True
evidence_lookup-12,temporal_kg_rerank,kfw-2023,2,5.5,True
evidence_lookup-12,temporal_kg_verify,kfw-2022,1,5.5,True
evidence_lookup-12,temporal_kg_verify,kfw-2023,2,5.5,True
evidence_lookup-13,bm25,aib-2024,1,0.5462962962962963,True
evidence_lookup-13,bm25,aib-2022,2,0.2222222222222222,True
evidence_lookup-13,bm25,aib-2023,3,0.2222222222222222,True
evidence_lookup-13,dense,aib-2024,1,0.42391304347826086,True
evidence_lookup-13,dense,aib-2022,2,0.125,True
evidence_lookup-13,dense,aib-2023,3,0.125,True
evidence_lookup-13,static_kg,aib-2024,1,4.75,True
evidence_lookup-13,static_kg,aib-2022,2,3.5,True
evidence_lookup-13,static_kg,aib-2023,3,3.5,True
evidence_lookup-13,temporal_kg,aib-2022,1,3.5,True
evidence_lookup-13,temporal_kg,aib-2023,2,3.5,True
evidence_lookup-13,temporal_kg_rerank,aib-2022,1,3.5,True
evidence_lookup-13,temporal_kg_rerank,aib-2023,2,3.5,True
evidence_lookup-13,temporal_kg_verify,aib-2022,1,3.5,True
evidence_lookup-13,temporal_kg_verify,aib-2023,2,3.5,True
evidence_lookup-14,bm25,esb-2024,1,0.73,True
evidence_lookup-14,bm25,esb-2022,2,0.4,True
evidence_lookup-14,bm25,esb-2023,3,0.4,True
evidence_lookup-14,dense,esb-2024,1,0.5227272727272727,True
evidence_lookup-14,dense,esb-2022,2,0.21739130434782608,True
evidence_lookup-14,dense,esb-2023,3,0.21739130434782608,True
evidence_lookup-14,static_kg,esb-2024,1,6.75,True
evidence_lookup-14,static_kg,esb-2022,2,5.5,True
evidence_lookup-14,static_kg,esb-2023,3,5.5,True
evidence_lookup-14,temporal_kg,esb-2022,1,5.5,True
evidence_lookup-14,temporal_kg,esb-2023,2,5.5,True
evidence_lookup-14,temporal_kg_rerank,esb-2022,1,5.5,True
evidence_lookup-14,temporal_kg_rerank,esb-2023,2,5.5,True
evidence_lookup-14,temporal_kg_verify,esb-2022,1,5.5,True
evidence_lookup-14,temporal_kg_verify,esb-2023,2,5.5,True
evidence_lookup-15,bm25,enel-2024,1,0.7763157894736842,True
evidence_lookup-15,bm25,enel-2022,2,0.42105263157894735,True
evidence_lookup-15,bm25,enel-2023,3,0.42105263157894735,True
evidence_lookup-15,dense,enel-2024,1,0.513157894736842,True
evidence_lookup-15,dense,enel-2022,2,0.2,True
evidence_lookup-15,dense,enel-2023,3,0.2,True
evidence_lookup-15,static_kg,enel-2024,1,5.75,True
evidence_lookup-15,static_kg,enel-2022,2,4.5,True
evidence_lookup-15,static_kg,enel-2023,3,4.5,True
evidence_lookup-15,temporal_kg,enel-2022,1,4.5,True
evidence_lookup-15,temporal_kg,enel-2023,2,4.5,True
evidence_lookup-15,temporal_kg_rerank,enel-2022,1,4.5,True
evidence_lookup-15,temporal_kg_rerank,enel-2023,2,4.5,True
evidence_lookup-15,temporal_kg_verify,enel-2022,1,4.5,True
evidence_lookup-15,temporal_kg_verify,enel-2023,2,4.5,True
evidence_lookup-16,bm25,kfw-2024,1,0.6309523809523809,True
evidence_lookup-16,bm25,kfw-2022,2,0.2857142857142857,True
evidence_lookup-16,bm25,kfw-2023,3,0.2857142857142857,True
evidence_lookup-16,dense,kfw-2024,1,0.45,True
evidence_lookup-16,dense,kfw-2022,2,0.14285714285714285,True
evidence_lookup-16,dense,kfw-2023,3,0.14285714285714285,True
evidence_lookup-16,static_kg,kfw-2024,1,4.75,True
evidence_lookup-16,static_kg,kfw-2022,2,3.5,True
evidence_lookup-16,static_kg,kfw-2023,3,3.5,True
evidence_lookup-16,temporal_kg,kfw-2022,1,3.5,True
evidence_lookup-16,temporal_kg,kfw-2023,2,3.5,True
evidence_lookup-16,temporal_kg_rerank,kfw-2022,1,3.5,True
evidence_lookup-16,temporal_kg_rerank,kfw-2023,2,3.5,True
evidence_lookup-16,temporal_kg_verify,kfw-2022,1,3.5,True
evidence_lookup-16,temporal_kg_verify,kfw-2023,2,3.5,True
numeric_change-01,bm25,aib-2022,1,0.5462962962962963,True
numeric_change-01,bm25,aib-2023,2,0.5462962962962963,True
numeric_change-01,dense,aib-2022,1,0.45,True
numeric_change-01,dense,aib-2023,2,0.45,True
numeric_change-01,static_kg,aib-2022,1,4.75,True
numeric_change-01,static_kg,aib-2023,2,4.75,True
numeric_change-01,static_kg,aib-2024,3,3.5,False
numeric_change-01,temporal_kg,aib-2022,1,4.75,True
numeric_change-01,temporal_kg_rerank,aib-2022,1,5.25,True
numeric_change-01,temporal_kg_verify,aib-2022,1,5.25,True
numeric_change-02,bm25,aib-2023,1,0.5462962962962963,True
numeric_change-02,bm25,aib-2024,2,0.5462962962962963,True
numeric_change-02,bm25,aib-2022,3,0.2222222222222222,True
numeric_change-02,dense,aib-2023,1,0.45,True
numeric_change-02,dense,aib-2024,2,0.45,True
numeric_change-02,dense,aib-2022,3,0.14285714285714285,True
numeric_change-02,static_kg,aib-2023,1,4.75,True
numeric_change-02,static_kg,aib-2024,2,4.75,True
numeric_change-02,static_kg,aib-2022,3,3.5,True
numeric_change-02,temporal_kg,aib-2023,1,4.75,True
numeric_change-02,temporal_kg,aib-2022,2,3.5,True
numeric_change-02,temporal_kg_rerank,aib-2023,1,5.25,True
numeric_change-02,temporal_kg_rerank,aib-2022,2,3.5,True
numeric_change-02,temporal_kg_verify,aib-2023,1,5.25,True
numeric_change-02,temporal_kg_verify,aib-2022,2,3.5,True
numeric_change-03,bm25,aib-2022,1,0.5462962962962963,True
numeric_change-03,bm25,aib-2024,2,0.5462962962962963,True
numeric_change-03,bm25,aib-2023,3,0.2222222222222222,True
numeric_change-03,dense,aib-2022,1,0.45,True
numeric_change-03,dense,aib-2024,2,0.45,True
numeric_change-03,dense,aib-2023,3,0.14285714285714285,True
numeric_change-03,static_kg,aib-2022,1,4.75,True
numeric_change-03,static_kg,aib-2024,2,4.75,True
numeric_change-03,static_kg,aib-2023,3,3.5,True
numeric_change-03,temporal_kg,aib-2022,1,4.75,True
numeric_change-03,temporal_kg,aib-2023,2,3.5,True
numeric_change-03,temporal_kg_rerank,aib-2022,1,5.25,True
numeric_change-03,temporal_kg_rerank,aib-2023,2,3.5,True
numeric_change-03,temporal_kg_verify,aib-2022,1,5.25,True
numeric_change-03,temporal_kg_verify,aib-2023,2,3.5,True
numeric_change-04,bm25,aib-2023,1,0.5462962962962963,True
numeric_change-04,bm25,aib-2024,2,0.5462962962962963,True
numeric_change-04,bm25,aib-2022,3,0.2222222222222222,True
numeric_change-04,dense,aib-2023,1,0.45,True
numeric_change-04,dense,aib-2024,2,0.45,True
numeric_change-04,dense,aib-2022,3,0.14285714285714285,True
numeric_change-04,static_kg,aib-2023,1,4.75,True
numeric_change-04,static_kg,aib-2024,2,4.75,True
numeric_change-04,static_kg,aib-2022,3,3.5,True
numeric_change-04,temporal_kg,aib-2023,1,4.75,True
numeric_change-04,temporal_kg,aib-2022,2,3.5,True
numeric_change-04,temporal_kg_rerank,aib-2023,1,5.25,True
numeric_change-04,temporal_kg_rerank,aib-2022,2,3.5,True
numeric_change-04,temporal_kg_verify,aib-2023,1,5.25,True
numeric_change-04,temporal_kg_verify,aib-2022,2,3.5,True
numeric_change-05,bm25,esb-2022,1,0.73,True
numeric_change-05,bm25,esb-2023,2,0.73,True
numeric_change-05,dense,esb-2022,1,0.5657894736842105,True
numeric_change-05,dense,esb-2023,2,0.5657894736842105,True
numeric_change-05,static_kg,esb-2022,1,6.75,True
numeric_change-05,static_kg,esb-2023,2,6.75,True
numeric_change-05,static_kg,esb-2024,3,5.5,False
numeric_change-05,temporal_kg,esb-2022,1,6.75,True
numeric_change-05,temporal_kg_rerank,esb-2022,1,7.25,True
numeric_change-05,temporal_kg_verify,esb-2022,1,7.25,True
numeric_change-06,bm25,esb-2023,1,0.73,True
numeric_change-06,bm25,esb-2024,2,0.73,True
numeric_change-06,bm25,esb-2022,3,0.4,True
numeric_change-06,dense,esb-2023,1,0.5657894736842105,True
numeric_change-06,dense,esb-2024,2,0.5657894736842105,True
numeric_change-06,dense,esb-2022,3,0.25,True
numeric_change-06,static_kg,esb-2023,1,6.75,True
numeric_change-06,static_kg,esb-2024,2,6.75,True
numeric_change-06,static_kg,esb-2022,3,5.5,True
numeric_change-06,temporal_kg,esb-2023,1,6.75,True
numeric_change-06,temporal_kg,esb-2022,2,5.5,True
numeric_change-06,temporal_kg_rerank,esb-2023,1,7.25,True
numeric_change-06,temporal_kg_rerank,esb-2022,2,5.5,True
numeric_change-06,temporal_kg_verify,esb-2023,1,7.25,True
numeric_change-06,temporal_kg_verify,esb-2022,2,5.5,True
numeric_change-07,bm25,esb-2022,1,0.73,True
numeric_change-07,bm25,esb-2024,2,0.73,True
numeric_change-07,bm25,esb-2023,3,0.4,True
numeric_change-07,dense,esb-2022,1,0.5657894736842105,True
numeric_change-07,dense,esb-2024,2,0.5657894736842105,True
numeric_change-07,dense,esb-2023,3,0.25,True
numeric_change-07,static_kg,esb-2022,1,6.75,True
numeric_change-07,static_kg,esb-2024,2,6.75,True
numeric_change-07,static_kg,esb-2023,3,5.5,True
numeric_change-07,temporal_kg,esb-2022,1,6.75,True
numeric_change-07,temporal_kg,esb-2023,2,5.5,True
numeric_change-07,temporal_kg_rerank,esb-2022,1,7.25,True
numeric_change-07,temporal_kg_rerank,esb-2023,2,5.5,True
numeric_change-07,temporal_kg_verify,esb-2022,1,7.25,True
numeric_change-07,temporal_kg_verify,esb-2023,2,5.5,True
numeric_change-08,bm25,esb-2023,1,0.73,True
numeric_change-08,bm25,esb-2024,2,0.73,True
numeric_change-08,bm25,esb-2022,3,0.4,True
numeric_change-08,dense,esb-2023,1,0.5657894736842105,True
numeric_change-08,dense,esb-2024,2,0.5657894736842105,True
numeric_change-08,dense,esb-2022,3,0.25,True
numeric_change-08,static_kg,esb-2023,1,6.75,True
numeric_change-08,static_kg,esb-2024,2,6.75,True
numeric_change-08,static_kg,esb-2022,3,5.5,True
numeric_change-08,temporal_kg,esb-2023,1,6.75,True
numeric_change-08,temporal_kg,esb-2022,2,5.5,True
numeric_change-08,temporal_kg_rerank,esb-2023,1,7.25,True
numeric_change-08,temporal_kg_rerank,esb-2022,2,5.5,True
numeric_change-08,temporal_kg_verify,esb-2023,1,7.25,True
numeric_change-08,temporal_kg_verify,esb-2022,2,5.5,True
numeric_change-09,bm25,enel-2022,1,0.7763157894736842,True
numeric_change-09,bm25,enel-2023,2,0.7763157894736842,True
numeric_change-09,dense,enel-2022,1,0.5625,True
numeric_change-09,dense,enel-2023,2,0.5625,True
numeric_change-09,static_kg,enel-2022,1,5.75,True
numeric_change-09,static_kg,enel-2023,2,5.75,True
numeric_change-09,static_kg,enel-2024,3,4.5,False
numeric_change-09,temporal_kg,enel-2022,1,5.75,True
numeric_change-09,temporal_kg_rerank,enel-2022,1,6.25,True
numeric_change-09,temporal_kg_verify,enel-2022,1,6.25,True
numeric_change-10,bm25,enel-2023,1,0.7763157894736842,True
numeric_change-10,bm25,enel-2024,2,0.7763157894736842,True
numeric_change-10,bm25,enel-2022,3,0.42105263157894735,True
numeric_change-10,dense,enel-2023,1,0.5625,True
numeric_change-10,dense,enel-2024,2,0.5625,True
numeric_change-10,dense,enel-2022,3,0.23529411764705882,True
numeric_change-10,static_kg,enel-2023,1,5.75,True
numeric_change-10,static_kg,enel-2024,2,5.75,True
numeric_change-10,static_kg,enel-2022,3,4.5,True
numeric_change-10,temporal_kg,enel-2023,1,5.75,True
numeric_change-10,temporal_kg,enel-2022,2,4.5,True
numeric_change-10,temporal_kg_rerank,enel-2023,1,6.25,True
numeric_change-10,temporal_kg_rerank,enel-2022,2,4.5,True
numeric_change-10,temporal_kg_verify,enel-2023,1,6.25,True
numeric_change-10,temporal_kg_verify,enel-2022,2,4.5,True
numeric_change-11,bm25,enel-2022,1,0.7763157894736842,True
numeric_change-11,bm25,enel-2024,2,0.7763157894736842,True
numeric_change-11,bm25,enel-2023,3,0.42105263157894735,True
numeric_change-11,dense,enel-2022,1,0.5625,True
numeric_change-11,dense,enel-2024,2,0.5625,True
numeric_change-11,dense,enel-2023,3,0.23529411764705882,True
numeric_change-11,static_kg,enel-2022,1,5.75,True
numeric_change-11,static_kg,enel-2024,2,5.75,True
numeric_change-11,static_kg,enel-2023,3,4.5,True
numeric_change-11,temporal_kg,enel-2022,1,5.75,True
numeric_change-11,temporal_kg,enel-2023,2,4.5,True
numeric_change-11,temporal_kg_rerank,enel-2022,1,6.25,True
numeric_change-11,temporal_kg_rerank,enel-2023,2,4.5,True
numeric_change-11,temporal_kg_verify,enel-2022,1,6.25,True
numeric_change-11,temporal_kg_verify,enel-2023,2,4.5,True
numeric_change-12,bm25,enel-2023,1,0.7763157894736842,True
numeric_change-12,bm25,enel-2024,2,0.7763157894736842,True
numeric_change-12,bm25,enel-2022,3,0.42105263157894735,True
numeric_change-12,dense,enel-2023,1,0.5625,True
numeric_change-12,dense,enel-2024,2,0.5625,True
numeric_change-12,dense,enel-2022,3,0.23529411764705882,True
numeric_change-12,static_kg,enel-2023,1,5.75,True
numeric_change-12,static_kg,enel-2024,2,5.75,True
numeric_change-12,static_kg,enel-2022,3,4.5,True
numeric_change-12,temporal_kg,enel-2023,1,5.75,True
numeric_change-12,temporal_kg,enel-2022,2,4.5,True
numeric_change-12,temporal_kg_rerank,enel-2023,1,6.25,True
numeric_change-12,temporal_kg_rerank,enel-2022,2,4.5,True
numeric_change-12,temporal_kg_verify,enel-2023,1,6.25,True
numeric_change-12,temporal_kg_verify,enel-2022,2,4.5,True
numeric_change-13,bm25,kfw-2022,1,0.6309523809523809,True
numeric_change-13,bm25,kfw-2023,2,0.6309523809523809,True
numeric_change-13,dense,kfw-2022,1,0.4852941176470588,True
numeric_change-13,dense,kfw-2023,2,0.4852941176470588,True
numeric_change-13,static_kg,kfw-2022,1,4.75,True
numeric_change-13,static_kg,kfw-2023,2,4.75,True
numeric_change-13,static_kg,kfw-2024,3,3.5,False
numeric_change-13,temporal_kg,kfw-2022,1,4.75,True
numeric_change-13,temporal_kg_rerank,kfw-2022,1,5.25,True
numeric_change-13,temporal_kg_verify,kfw-2022,1,5.25,True
numeric_change-14,bm25,kfw-2023,1,0.6309523809523809,True
numeric_change-14,bm25,kfw-2024,2,0.6309523809523809,True
numeric_change-14,bm25,kfw-2022,3,0.2857142857142857,True
numeric_change-14,dense,kfw-2023,1,0.4852941176470588,True
numeric_change-14,dense,kfw-2024,2,0.4852941176470588,True
numeric_change-14,dense,kfw-2022,3,0.16666666666666666,True
numeric_change-14,static_kg,kfw-2023,1,4.75,True
numeric_change-14,static_kg,kfw-2024,2,4.75,True
numeric_change-14,static_kg,kfw-2022,3,3.5,True
numeric_change-14,temporal_kg,kfw-2023,1,4.75,True
numeric_change-14,temporal_kg,kfw-2022,2,3.5,True
numeric_change-14,temporal_kg_rerank,kfw-2023,1,5.25,True
numeric_change-14,temporal_kg_rerank,kfw-2022,2,3.5,True
numeric_change-14,temporal_kg_verify,kfw-2023,1,5.25,True
numeric_change-14,temporal_kg_verify,kfw-2022,2,3.5,True
numeric_change-15,bm25,kfw-2022,1,0.6309523809523809,True
numeric_change-15,bm25,kfw-2024,2,0.6309523809523809,True
numeric_change-15,bm25,kfw-2023,3,0.2857142857142857,True
numeric_change-15,dense,kfw-2022,1,0.4852941176470588,True
numeric_change-15,dense,kfw-2024,2,0.4852941176470588,True
numeric_change-15,dense,kfw-2023,3,0.16666666666666666,True
numeric_change-15,static_kg,kfw-2022,1,4.75,True
numeric_change-15,static_kg,kfw-2024,2,4.75,True
numeric_change-15,static_kg,kfw-2023,3,3.5,True
numeric_change-15,temporal_kg,kfw-2022,1,4.75,True
numeric_change-15,temporal_kg,kfw-2023,2,3.5,True
numeric_change-15,temporal_kg_rerank,kfw-2022,1,5.25,True
numeric_change-15,temporal_kg_rerank,kfw-2023,2,3.5,True
numeric_change-15,temporal_kg_verify,kfw-2022,1,5.25,True
numeric_change-15,temporal_kg_verify,kfw-2023,2,3.5,True
numeric_change-16,bm25,kfw-2023,1,0.6309523809523809,True
numeric_change-16,bm25,kfw-2024,2,0.6309523809523809,True
numeric_change-16,bm25,kfw-2022,3,0.2857142857142857,True
numeric_change-16,dense,kfw-2023,1,0.4852941176470588,True
numeric_change-16,dense,kfw-2024,2,0.4852941176470588,True
numeric_change-16,dense,kfw-2022,3,0.16666666666666666,True
numeric_change-16,static_kg,kfw-2023,1,4.75,True
numeric_change-16,static_kg,kfw-2024,2,4.75,True
numeric_change-16,static_kg,kfw-2022,3,3.5,True
numeric_change-16,temporal_kg,kfw-2023,1,4.75,True
numeric_change-16,temporal_kg,kfw-2022,2,3.5,True
numeric_change-16,temporal_kg_rerank,kfw-2023,1,5.25,True
numeric_change-16,temporal_kg_rerank,kfw-2022,2,3.5,True
numeric_change-16,temporal_kg_verify,kfw-2023,1,5.25,True
numeric_change-16,temporal_kg_verify,kfw-2022,2,3.5,True
table_citation-01,bm25,aib-2022,1,0.9166666666666666,True
table_citation-01,dense,aib-2022,1,0.7,True
table_citation-01,static_kg,aib-2022,1,9.75,True
table_citation-01,static_kg,aib-2023,2,8.5,False
table_citation-01,static_kg,aib-2024,3,8.5,False
table_citation-02,bm25,aib-2023,1,0.9166666666666666,True
table_citation-02,bm25,aib-2022,2,0.5925925925925926,True
table_citation-02,dense,aib-2023,1,0.7,True
table_citation-02,dense,aib-2022,2,0.38095238095238093,True
table_citation-02,static_kg,aib-2023,1,9.75,True
table_citation-02,static_kg,aib-2022,2,8.5,True
table_citation-02,static_kg,aib-2024,3,8.5,False
table_citation-02,temporal_kg,aib-2022,1,8.5,True
table_citation-02,temporal_kg_rerank,aib-2022,1,8.5,True
table_citation-02,temporal_kg_verify,aib-2022,1,8.5,True
table_citation-03,bm25,aib-2024,1,0.9166666666666666,True
table_citation-03,bm25,aib-2022,2,0.5925925925925926,True
table_citation-03,bm25,aib-2023,3,0.5925925925925926,True
table_citation-03,dense,aib-2024,1,0.7,True
table_citation-03,dense,aib-2022,2,0.38095238095238093,True
table_citation-03,dense,aib-2023,3,0.38095238095238093,True
table_citation-03,static_kg,aib-2024,1,9.75,True
table_citation-03,static_kg,aib-2022,2,8.5,True
table_citation-03,static_kg,aib-2023,3,8.5,True
table_citation-03,temporal_kg,aib-2022,1,8.5,True
table_citation-03,temporal_kg,aib-2023,2,8.5,True
table_citation-03,temporal_kg_rerank,aib-2022,1,8.5,True
table_citation-03,temporal_kg_rerank,aib-2023,2,8.5,True
table_citation-03,temporal_kg_verify,aib-2022,1,8.5,True
table_citation-03,temporal_kg_verify,aib-2023,2,8.5,True
table_citation-04,bm25,esb-2022,1,1.13,True
table_citation-04,dense,esb-2022,1,0.69,True
table_citation-04,static_kg,esb-2022,1,11.75,True
table_citation-04,static_kg,esb-2023,2,10.5,False
table_citation-04,static_kg,esb-2024,3,10.5,False
table_citation-05,bm25,esb-2023,1,1.13,True
table_citation-05,bm25,esb-2022,2,0.8,True
table_citation-05,dense,esb-2023,1,0.69,True
table_citation-05,dense,esb-2022,2,0.38461538461538464,True
table_citation-05,static_kg,esb-2023,1,11.75,True
table_citation-05,static_kg,esb-2022,2,10.5,True
table_citation-05,static_kg,esb-2024,3,10.5,False
table_citation-05,temporal_kg,esb-2022,1,10.5,True
table_citation-05,temporal_kg_rerank,esb-2022,1,10.5,True
table_citation-05,temporal_kg_verify,esb-2022,1,10.5,True
table_citation-06,bm25,esb-2024,1,1.13,True
table_citation-06,bm25,esb-2022,2,0.8,True
table_citation-06,bm25,esb-2023,3,0.8,True
table_citation-06,dense,esb-2024,1,0.69,True
table_citation-06,dense,esb-2022,2,0.38461538461538464,True
table_citation-06,dense,esb-2023,3,0.38461538461538464,True
table_citation-06,static_kg,esb-2024,1,11.75,True
table_citation-06,static_kg,esb-2022,2,10.5,True
table_citation-06,static_kg,esb-2023,3,10.5,True
table_citation-06,temporal_kg,esb-2022,1,10.5,True
table_citation-06,temporal_kg,esb-2023,2,10.5,True
table_citation-06,temporal_kg_rerank,esb-2022,1,10.5,True
table_citation-06,temporal_kg_rerank,esb-2023,2,10.5,True
table_citation-06,temporal_kg_verify,esb-2022,1,10.5,True
table_citation-06,temporal_kg_verify,esb-2023,2,10.5,True
table_citation-07,bm25,enel-2022,1,0.9868421052631579,True
table_citation-07,dense,enel-2022,1,0.6,True
table_citation-07,static_kg,enel-2022,1,7.75,True
